mode,metric,fun,threshold,stat,var1,var2,pearson,spearman
walk,gravity,gaussian,15,wt_mean,abs,jobs,0.7246017717899282,0.7022556390977444
walk,gravity,gaussian,15,wt_mean,abs,ratio,0.6394548554222846,0.6180451127819548
walk,gravity,gaussian,15,wt_mean,rel,population,-0.6295930095324273,-0.7669172932330827
walk,gravity,gaussian,15,wt_mean,rel,jobs,-0.6221682291763637,-0.81203007518797
walk,gravity,gaussian,15,wt_mean,rel,ratio,-0.5437073708746482,-0.46466165413533833
walk,cumulative,binary,30,wt_median,abs,rel,-0.37838417035942046,-0.3368421052631579
walk,cumulative,binary,30,wt_median,abs,population,0.6678110631890135,0.6917293233082706
walk,cumulative,binary,30,wt_median,abs,jobs,0.6645215998711271,0.687218045112782
walk,cumulative,binary,30,wt_median,abs,ratio,0.45275641886999507,0.4150375939849624
walk,cumulative,binary,30,wt_median,rel,population,-0.6045160468183642,-0.7052631578947369
walk,cumulative,binary,30,wt_median,rel,jobs,-0.6219127149430842,-0.8676691729323308
walk,cumulative,binary,30,wt_median,rel,ratio,-0.7257133039306525,-0.7203007518796992
walk,gravity,gaussian,15,ac_mean,abs,rel,-0.170151285551239,-0.061654135338345864
walk,gravity,gaussian,15,ac_mean,abs,population,0.717647137554125,0.5849624060150376
walk,gravity,gaussian,15,ac_mean,abs,jobs,0.7479570294358172,0.6796992481203008
walk,gravity,gaussian,15,ac_mean,abs,ratio,0.5685376666975493,0.5488721804511277
walk,gravity,gaussian,15,ac_mean,rel,population,-0.5879278945161163,-0.6812030075187969
walk,gravity,gaussian,15,ac_mean,rel,jobs,-0.5749376108724674,-0.7097744360902255
walk,gravity,gaussian,15,ac_mean,rel,ratio,-0.40800659178406623,-0.47518796992481205
walk,cumulative,binary,30,ac_median,abs,rel,-0.014178001873300719,0.09924812030075188
walk,cumulative,binary,30,ac_median,abs,population,0.679231086189808,0.5413533834586466
walk,cumulative,binary,30,ac_median,abs,jobs,0.6991052656681775,0.5699248120300752
walk,cumulative,binary,30,ac_median,abs,ratio,0.44474798588774667,0.356390977443609
walk,cumulative,binary,30,ac_median,rel,population,-0.5386698855168036,-0.6466165413533834
walk,cumulative,binary,30,ac_median,rel,jobs,-0.5368878640360482,-0.6977443609022557
walk,cumulative,binary,30,ac_median,rel,ratio,-0.4653443849525434,-0.5458646616541353
walk,bfca,gaussian,45,wt_median,abs,rel,0.2943852428745609,0.21203007518796993
walk,bfca,gaussian,45,wt_median,abs,population,0.18273999866565524,0.24511278195488723
walk,bfca,gaussian,45,wt_median,abs,jobs,0.2680307445178435,0.46616541353383456
walk,bfca,gaussian,45,wt_median,abs,ratio,0.7186473479051639,0.7263157894736842
walk,bfca,gaussian,45,wt_median,rel,population,-0.5654130216676574,-0.7624060150375941
walk,bfca,gaussian,45,wt_median,rel,jobs,-0.5206820703141082,-0.675187969924812
walk,bfca,gaussian,45,wt_median,rel,ratio,-0.2393852601635451,-0.11127819548872181
walk,bfca,gaussian,60,wt_median,abs,rel,0.2819984221795495,0.19248120300751878
walk,bfca,gaussian,60,wt_median,abs,population,0.19145396826032815,0.26766917293233083
walk,bfca,gaussian,60,wt_median,abs,jobs,0.2765534731386226,0.48270676691729325
walk,bfca,gaussian,60,wt_median,abs,ratio,0.7194504944292036,0.724812030075188
walk,bfca,gaussian,60,wt_median,rel,population,-0.5624411131647783,-0.7624060150375941
walk,bfca,gaussian,60,wt_median,rel,jobs,-0.5188120001727775,-0.675187969924812
walk,bfca,gaussian,60,wt_median,rel,ratio,-0.24905823447188588,-0.11127819548872181
walk,bfca,binary,60,wt_median,abs,rel,0.2809185467575516,0.17894736842105263
walk,bfca,binary,60,wt_median,abs,population,0.193149363220988,0.26315789473684215
walk,bfca,binary,60,wt_median,abs,jobs,0.2790388104204623,0.47368421052631576
walk,bfca,binary,60,wt_median,abs,ratio,0.7258165636158168,0.7353383458646616
walk,bfca,binary,60,wt_median,rel,population,-0.5710290421043795,-0.7714285714285715
walk,bfca,binary,60,wt_median,rel,jobs,-0.5254337868201185,-0.6842105263157894
walk,bfca,binary,60,wt_median,rel,ratio,-0.23899795809853838,-0.1218045112781955
walk,bfca,binary,45,wt_mean,abs,rel,0.4240100409081894,0.35037593984962406
walk,bfca,binary,45,wt_mean,abs,population,0.23423378437683903,0.1518796992481203
walk,bfca,binary,45,wt_mean,abs,jobs,0.33308696196450827,0.4330827067669173
walk,bfca,binary,45,wt_mean,abs,ratio,0.7893858057820234,0.8180451127819549
walk,bfca,binary,45,wt_mean,rel,population,-0.5344301786552906,-0.7428571428571429
walk,bfca,binary,45,wt_mean,rel,jobs,-0.46691374075431835,-0.5774436090225563
walk,bfca,binary,45,wt_mean,rel,ratio,0.03617093214991494,0.09323308270676692
walk,cumulative,binary,15,wt_mean,abs,rel,-0.35904120889240954,-0.34135338345864663
walk,cumulative,binary,15,wt_mean,abs,population,0.6846295924525724,0.5849624060150376
walk,cumulative,binary,15,wt_mean,abs,jobs,0.7204780992914179,0.706766917293233
walk,cumulative,binary,15,wt_mean,abs,ratio,0.666845441102916,0.6812030075187969
walk,cumulative,binary,15,wt_mean,rel,population,-0.6375235610812624,-0.8105263157894737
walk,cumulative,binary,15,wt_mean,rel,jobs,-0.6258999927759736,-0.8571428571428571
walk,cumulative,binary,15,wt_mean,rel,ratio,-0.5270803902753369,-0.4947368421052631
walk,gravity,gaussian,15,wt_median,abs,rel,-0.3649579379991864,-0.32631578947368417
walk,gravity,gaussian,15,wt_median,abs,population,0.6491368726200276,0.7112781954887218
walk,gravity,gaussian,15,wt_median,abs,jobs,0.6446193215867011,0.6962406015037594
walk,gravity,gaussian,15,wt_median,abs,ratio,0.4479293489933004,0.3969924812030075
walk,gravity,gaussian,15,wt_median,rel,population,-0.6039170605586863,-0.693233082706767
walk,gravity,gaussian,15,wt_median,rel,jobs,-0.6215619275228428,-0.8541353383458646
walk,gravity,gaussian,15,wt_median,rel,ratio,-0.722233036740051,-0.7293233082706767
walk,bfca,binary,30,ac_mean,abs,rel,0.3132498313415159,0.19248120300751878
walk,bfca,binary,30,ac_mean,abs,population,0.5280280042461745,0.5939849624060151
walk,bfca,binary,30,ac_mean,abs,jobs,0.5803562412934431,0.7849624060150375
walk,bfca,binary,30,ac_mean,abs,ratio,0.7932884379278232,0.8285714285714286
walk,bfca,binary,30,ac_mean,rel,population,-0.47255058470301226,-0.5338345864661654
walk,bfca,binary,30,ac_mean,rel,jobs,-0.40827401979854544,-0.31729323308270674
walk,bfca,binary,30,ac_mean,rel,ratio,0.24732245655181828,0.24511278195488723
walk,cumulative,binary,15,ac_mean,abs,rel,-0.2647334597854716,-0.24812030075187969
walk,cumulative,binary,15,ac_mean,abs,population,0.7289035212481304,0.5864661654135338
walk,cumulative,binary,15,ac_mean,abs,jobs,0.7579785330357064,0.687218045112782
walk,cumulative,binary,15,ac_mean,abs,ratio,0.5658622933847651,0.5729323308270677
walk,cumulative,binary,15,ac_mean,rel,population,-0.6165406317582223,-0.7443609022556391
walk,cumulative,binary,15,ac_mean,rel,jobs,-0.6083328935828671,-0.8195488721804511
walk,cumulative,binary,15,ac_mean,rel,ratio,-0.49721326379512726,-0.5819548872180451
walk,gravity,gaussian,15,ac_median,abs,rel,0.06908799964059194,0.14436090225563908
walk,gravity,gaussian,15,ac_median,abs,population,0.6642152092285155,0.5218045112781955
walk,gravity,gaussian,15,ac_median,abs,jobs,0.6837976928693502,0.5789473684210527
walk,gravity,gaussian,15,ac_median,abs,ratio,0.4450145989849113,0.4
walk,gravity,gaussian,15,ac_median,rel,population,-0.5004082008326602,-0.6150375939849624
walk,gravity,gaussian,15,ac_median,rel,jobs,-0.496093213353792,-0.6466165413533834
walk,gravity,gaussian,15,ac_median,rel,ratio,-0.39661049440541246,-0.4932330827067669
walk,bfca,binary,45,ac_median,abs,rel,0.30876934132785067,0.3323308270676692
walk,bfca,binary,45,ac_median,abs,population,0.30926948833558593,0.1473684210526316
walk,bfca,binary,45,ac_median,abs,jobs,0.39048268324934576,0.4120300751879699
walk,bfca,binary,45,ac_median,abs,ratio,0.7136727881139372,0.6857142857142857
walk,bfca,binary,45,ac_median,rel,population,-0.5487479939465555,-0.7894736842105263
walk,bfca,binary,45,ac_median,rel,jobs,-0.49155177372876807,-0.6240601503759399
walk,bfca,binary,45,ac_median,rel,ratio,-0.07921145095071182,-0.05112781954887218
walk,bfca,binary,45,wt_median,abs,rel,0.24059810518992558,0.14586466165413534
walk,bfca,binary,45,wt_median,abs,population,0.18734299750925626,0.13834586466165413
walk,bfca,binary,45,wt_median,abs,jobs,0.2765176940592378,0.40150375939849625
walk,bfca,binary,45,wt_median,abs,ratio,0.7399693146275769,0.7639097744360902
walk,bfca,binary,45,wt_median,rel,population,-0.605380379707056,-0.8406015037593986
walk,bfca,binary,45,wt_median,rel,jobs,-0.5573892694401125,-0.7639097744360902
walk,bfca,binary,45,wt_median,rel,ratio,-0.25584822140959007,-0.21353383458646616
walk,cumulative,binary,15,wt_median,abs,rel,-0.4255838118180363,-0.42857142857142855
walk,cumulative,binary,15,wt_median,abs,population,0.6843235156691518,0.6917293233082706
walk,cumulative,binary,15,wt_median,abs,jobs,0.6901161704546829,0.7157894736842105
walk,cumulative,binary,15,wt_median,abs,ratio,0.49719342442158976,0.46466165413533833
walk,cumulative,binary,15,wt_median,rel,population,-0.6243409869427277,-0.7969924812030076
walk,cumulative,binary,15,wt_median,rel,jobs,-0.6362885026140227,-0.9007518796992482
walk,cumulative,binary,15,wt_median,rel,ratio,-0.7024484619515219,-0.6781954887218045
walk,2sfca,gaussian,30,ac_mean,abs,rel,-0.10000893049731131,-0.23308270676691728
walk,2sfca,gaussian,30,ac_mean,abs,population,0.5469963598145998,0.5924812030075188
walk,2sfca,gaussian,30,ac_mean,abs,jobs,0.6085962042807161,0.7578947368421053
walk,2sfca,gaussian,30,ac_mean,abs,ratio,0.7755429270354339,0.7849624060150375
walk,2sfca,gaussian,30,ac_mean,rel,population,-0.6629343318435196,-0.8360902255639098
walk,2sfca,gaussian,30,ac_mean,rel,jobs,-0.6234292056293101,-0.7593984962406015
walk,2sfca,gaussian,30,ac_mean,rel,ratio,-0.20955603658518873,-0.2571428571428571
walk,cumulative,binary,15,ac_median,abs,rel,-0.025141849011030063,0.08872180451127819
walk,cumulative,binary,15,ac_median,abs,population,0.6697673492349677,0.5338345864661654
walk,cumulative,binary,15,ac_median,abs,jobs,0.6935478327855178,0.5849624060150376
walk,cumulative,binary,15,ac_median,abs,ratio,0.4426245624962829,0.3894736842105263
walk,cumulative,binary,15,ac_median,rel,population,-0.5508225072319072,-0.6466165413533834
walk,cumulative,binary,15,ac_median,rel,jobs,-0.5475490384950773,-0.7022556390977444
walk,cumulative,binary,15,ac_median,rel,ratio,-0.46958543664762686,-0.5533834586466165
walk,bfca,binary,30,wt_mean,abs,rel,0.38572578867764096,0.33082706766917297
walk,bfca,binary,30,wt_mean,abs,population,0.21932094044335945,0.1368421052631579
walk,bfca,binary,30,wt_mean,abs,jobs,0.3183658807799147,0.42857142857142855
walk,bfca,binary,30,wt_mean,abs,ratio,0.7956816348524559,0.8225563909774436
walk,bfca,binary,30,wt_mean,rel,population,-0.5597833022957687,-0.768421052631579
walk,bfca,binary,30,wt_mean,rel,jobs,-0.4948762879718037,-0.5954887218045113
walk,bfca,binary,30,wt_mean,rel,ratio,-0.015654281598010043,0.0661654135338346
walk,2sfca,gaussian,45,ac_mean,abs,rel,-0.07956210736881485,-0.2
walk,2sfca,gaussian,45,ac_mean,abs,population,0.5457376098516882,0.6225563909774436
walk,2sfca,gaussian,45,ac_mean,abs,jobs,0.6053971085460524,0.7774436090225564
walk,2sfca,gaussian,45,ac_mean,abs,ratio,0.7792482131580792,0.78796992481203
walk,2sfca,gaussian,45,ac_mean,rel,population,-0.6584782762899363,-0.81203007518797
walk,2sfca,gaussian,45,ac_mean,rel,jobs,-0.6174416642765351,-0.7112781954887218
walk,2sfca,gaussian,45,ac_mean,rel,ratio,-0.1800066101135043,-0.19097744360902255
walk,2sfca,gaussian,60,ac_mean,abs,rel,-0.06928966222161055,-0.2075187969924812
walk,2sfca,gaussian,60,ac_mean,abs,population,0.5446409048173829,0.6225563909774436
walk,2sfca,gaussian,60,ac_mean,abs,jobs,0.6033638311052871,0.7774436090225564
walk,2sfca,gaussian,60,ac_mean,abs,ratio,0.779746130021846,0.78796992481203
walk,2sfca,gaussian,60,ac_mean,rel,population,-0.6556483412021997,-0.8105263157894737
walk,2sfca,gaussian,60,ac_mean,rel,jobs,-0.6141381475880239,-0.7157894736842105
walk,2sfca,gaussian,60,ac_mean,rel,ratio,-0.16855203173284422,-0.2
walk,2sfca,binary,60,ac_mean,abs,rel,-0.045164670849399964,-0.20150375939849624
walk,2sfca,binary,60,ac_mean,abs,population,0.5426730556268655,0.6451127819548872
walk,2sfca,binary,60,ac_mean,abs,jobs,0.5999005561981874,0.7909774436090226
walk,2sfca,binary,60,ac_mean,abs,ratio,0.7805313813458229,0.7774436090225564
walk,2sfca,binary,60,ac_mean,rel,population,-0.6486190832837597,-0.7984962406015037
walk,2sfca,binary,60,ac_mean,rel,jobs,-0.605740657817877,-0.6992481203007519
walk,2sfca,binary,60,ac_mean,rel,ratio,-0.14020677508206345,-0.17443609022556392
walk,bfca,binary,30,ac_median,abs,rel,0.2601104321728076,0.2360902255639098
walk,bfca,binary,30,ac_median,abs,population,0.31965935081519503,0.15338345864661654
walk,bfca,binary,30,ac_median,abs,jobs,0.4022789104545895,0.4195488721804511
walk,bfca,binary,30,ac_median,abs,ratio,0.7196418966538909,0.6962406015037594
walk,bfca,binary,30,ac_median,rel,population,-0.5603070803953235,-0.8601503759398496
walk,bfca,binary,30,ac_median,rel,jobs,-0.5077218910527984,-0.7037593984962406
walk,bfca,binary,30,ac_median,rel,ratio,-0.1352847806912803,-0.13383458646616542
walk,bfca,binary,15,ac_mean,abs,rel,0.29374908401280664,0.31729323308270674
walk,bfca,binary,15,ac_mean,abs,population,0.5169855061522656,0.6255639097744361
walk,bfca,binary,15,ac_mean,abs,jobs,0.5236895025819069,0.7729323308270677
walk,bfca,binary,15,ac_mean,abs,ratio,0.6138259492027941,0.7473684210526316
walk,bfca,binary,15,ac_mean,rel,population,-0.42514198290127336,-0.42857142857142855
walk,bfca,binary,15,ac_mean,rel,jobs,-0.38391403177575556,-0.25413533834586466
walk,bfca,binary,15,ac_mean,rel,ratio,0.15959337110788455,0.25413533834586466
walk,bfca,binary,30,wt_median,abs,rel,0.20588636083985487,0.11278195488721804
walk,bfca,binary,30,wt_median,abs,population,0.17438535488981421,0.15037593984962408
walk,bfca,binary,30,wt_median,abs,jobs,0.26598765238199573,0.4330827067669173
walk,bfca,binary,30,wt_median,abs,ratio,0.7562358407603119,0.8
walk,bfca,binary,30,wt_median,rel,population,-0.6133232783315289,-0.8541353383458646
walk,bfca,binary,30,wt_median,rel,jobs,-0.5659827663872083,-0.7669172932330827
walk,bfca,binary,30,wt_median,rel,ratio,-0.2757023899309662,-0.21203007518796993
walk,2sfca,gaussian,30,wt_mean,abs,rel,0.0749513881365577,0.021052631578947368
walk,2sfca,gaussian,30,wt_mean,abs,population,0.28247418055778745,0.16541353383458648
walk,2sfca,gaussian,30,wt_mean,abs,jobs,0.3838411579436165,0.45263157894736844
walk,2sfca,gaussian,30,wt_mean,abs,ratio,0.8448164554391395,0.8406015037593986
walk,2sfca,gaussian,30,wt_mean,rel,population,-0.6440748084240944,-0.9203007518796992
walk,2sfca,gaussian,30,wt_mean,rel,jobs,-0.5932341797519186,-0.8075187969924812
walk,2sfca,gaussian,30,wt_mean,rel,ratio,-0.2395772783547854,-0.2
walk,2sfca,binary,45,ac_mean,abs,rel,0.06408268484575023,-0.13533834586466165
walk,2sfca,binary,45,ac_mean,abs,population,0.5142350809791786,0.6812030075187969
walk,2sfca,binary,45,ac_mean,abs,jobs,0.5642368371150043,0.8090225563909774
walk,2sfca,binary,45,ac_mean,abs,ratio,0.7607924608440708,0.7533834586466165
walk,2sfca,binary,45,ac_mean,rel,population,-0.6154548220132483,-0.6947368421052631
walk,2sfca,binary,45,ac_mean,rel,jobs,-0.5720607091287102,-0.5984962406015037
walk,2sfca,binary,45,ac_mean,rel,ratio,-0.07723666990125966,-0.12030075187969924
walk,2sfca,gaussian,30,ac_median,abs,rel,0.11299915994369186,0.10075187969924812
walk,2sfca,gaussian,30,ac_median,abs,population,0.11204982889125162,0.05714285714285714
walk,2sfca,gaussian,30,ac_median,abs,jobs,0.20443395823366833,0.34736842105263155
walk,2sfca,gaussian,30,ac_median,abs,ratio,0.7614472165825347,0.7864661654135339
walk,2sfca,gaussian,30,ac_median,rel,population,-0.6427996963088768,-0.930827067669173
walk,2sfca,gaussian,30,ac_median,rel,jobs,-0.6035537803804959,-0.8586466165413534
walk,2sfca,gaussian,30,ac_median,rel,ratio,-0.34876733452730957,-0.33383458646616543
walk,2sfca,gaussian,45,wt_mean,abs,rel,0.06473123466140805,0.015037593984962405
walk,2sfca,gaussian,45,wt_mean,abs,population,0.2801134036583264,0.17443609022556392
walk,2sfca,gaussian,45,wt_mean,abs,jobs,0.3818883996259955,0.4601503759398496
walk,2sfca,gaussian,45,wt_mean,abs,ratio,0.8515669402298225,0.8526315789473684
walk,2sfca,gaussian,45,wt_mean,rel,population,-0.6487304935477681,-0.9203007518796992
walk,2sfca,gaussian,45,wt_mean,rel,jobs,-0.5978600456021607,-0.8075187969924812
walk,2sfca,gaussian,45,wt_mean,rel,ratio,-0.2423739304013478,-0.2
walk,pfca,gaussian,15,ac_mean,abs,rel,0.5333729377493498,0.26315789473684215
walk,pfca,gaussian,15,ac_mean,abs,population,0.29434554537508406,0.3368421052631579
walk,pfca,gaussian,15,ac_mean,abs,jobs,0.34988630232703266,0.562406015037594
walk,pfca,gaussian,15,ac_mean,abs,ratio,0.6242835865493414,0.78796992481203
walk,pfca,gaussian,15,ac_mean,rel,population,-0.453403862881263,-0.6947368421052631
walk,pfca,gaussian,15,ac_mean,rel,jobs,-0.4130376767063415,-0.5609022556390978
walk,pfca,gaussian,15,ac_mean,rel,ratio,-0.02101715100022026,-0.042105263157894736
walk,2sfca,gaussian,30,wt_median,abs,rel,0.039170803600408206,-0.03007518796992481
walk,2sfca,gaussian,30,wt_median,abs,population,0.11361926971482966,0.2180451127819549
walk,2sfca,gaussian,30,wt_median,abs,jobs,0.20237181481527844,0.4496240601503759
walk,2sfca,gaussian,30,wt_median,abs,ratio,0.7460719895217337,0.7759398496240602
walk,2sfca,gaussian,30,wt_median,rel,population,-0.6221604735312221,-0.8857142857142857
walk,2sfca,gaussian,30,wt_median,rel,jobs,-0.594515330290727,-0.8421052631578947
walk,2sfca,gaussian,30,wt_median,rel,ratio,-0.4571338233355872,-0.34887218045112783
walk,2sfca,gaussian,45,ac_median,abs,rel,0.099131816410428,0.10075187969924812
walk,2sfca,gaussian,45,ac_median,abs,population,0.11530692561483077,0.048120300751879695
walk,2sfca,gaussian,45,ac_median,abs,jobs,0.2080747186907099,0.34736842105263155
walk,2sfca,gaussian,45,ac_median,abs,ratio,0.767296982954607,0.8075187969924812
walk,2sfca,gaussian,45,ac_median,rel,population,-0.6459619597634604,-0.930827067669173
walk,2sfca,gaussian,45,ac_median,rel,jobs,-0.6068801556937298,-0.8586466165413534
walk,2sfca,gaussian,45,ac_median,rel,ratio,-0.3537336578539809,-0.33383458646616543
walk,2sfca,binary,30,ac_mean,abs,rel,0.15282730350005258,0.08421052631578947
walk,2sfca,binary,30,ac_mean,abs,population,0.48982970354163663,0.6541353383458647
walk,2sfca,binary,30,ac_mean,abs,jobs,0.5272631715875896,0.7819548872180451
walk,2sfca,binary,30,ac_mean,abs,ratio,0.7373999801361751,0.7458646616541353
walk,2sfca,binary,30,ac_mean,rel,population,-0.5756040261954045,-0.5939849624060151
walk,2sfca,binary,30,ac_mean,rel,jobs,-0.5322390835903696,-0.46616541353383456
walk,2sfca,binary,30,ac_mean,rel,ratio,-0.006691680386283989,0.0330827067669173
walk,2sfca,gaussian,60,wt_mean,abs,rel,0.060936529978831165,0.031578947368421054
walk,2sfca,gaussian,60,wt_mean,abs,population,0.2791279578345138,0.16090225563909774
walk,2sfca,gaussian,60,wt_mean,abs,jobs,0.3810355032835473,0.45112781954887216
walk,2sfca,gaussian,60,wt_mean,abs,ratio,0.8540323818907467,0.8631578947368421
walk,2sfca,gaussian,60,wt_mean,rel,population,-0.6504254132958726,-0.9172932330827068
walk,2sfca,gaussian,60,wt_mean,rel,jobs,-0.5995696904893713,-0.8045112781954887
walk,2sfca,gaussian,60,wt_mean,rel,ratio,-0.24357098615556255,-0.19398496240601504
walk,pfca,gaussian,15,wt_mean,abs,rel,0.17025729399963405,0.15939849624060148
walk,pfca,gaussian,15,wt_mean,abs,population,0.28520278148913064,0.23759398496240602
walk,pfca,gaussian,15,wt_mean,abs,jobs,0.3789687430901251,0.5518796992481203
walk,pfca,gaussian,15,wt_mean,abs,ratio,0.902076306326673,0.9338345864661654
walk,pfca,gaussian,15,wt_mean,rel,population,-0.6295986410147073,-0.8631578947368421
walk,pfca,gaussian,15,wt_mean,rel,jobs,-0.5659093336835817,-0.6977443609022557
walk,pfca,gaussian,15,wt_mean,rel,ratio,-0.028239835631013288,-0.03458646616541353
walk,2sfca,gaussian,60,ac_median,abs,rel,0.09753896081898916,0.10225563909774436
walk,2sfca,gaussian,60,ac_median,abs,population,0.11987863719318241,0.04962406015037594
walk,2sfca,gaussian,60,ac_median,abs,jobs,0.21247574794458984,0.35037593984962406
walk,2sfca,gaussian,60,ac_median,abs,ratio,0.7675774822747619,0.793984962406015
walk,2sfca,gaussian,60,ac_median,rel,population,-0.6436865688119006,-0.930827067669173
walk,2sfca,gaussian,60,ac_median,rel,jobs,-0.6047613348218789,-0.8586466165413534
walk,2sfca,gaussian,60,ac_median,rel,ratio,-0.35462613505199064,-0.33383458646616543
walk,pfca,gaussian,30,wt_mean,abs,rel,0.13747001059006692,0.11127819548872181
walk,pfca,gaussian,30,wt_mean,abs,population,0.29364410384641326,0.27669172932330827
walk,pfca,gaussian,30,wt_mean,abs,jobs,0.394916549652578,0.5699248120300752
walk,pfca,gaussian,30,wt_mean,abs,ratio,0.8944827317126207,0.9233082706766917
walk,pfca,gaussian,30,wt_mean,rel,population,-0.6506715142428074,-0.8541353383458646
walk,pfca,gaussian,30,wt_mean,rel,jobs,-0.5864364921607806,-0.6992481203007519
walk,pfca,gaussian,30,wt_mean,rel,ratio,-0.08372581805733353,-0.02706766917293233
walk,pfca,gaussian,45,wt_mean,abs,rel,0.1415908638644443,0.11278195488721804
walk,pfca,gaussian,45,wt_mean,abs,population,0.2894104560242313,0.24962406015037594
walk,pfca,gaussian,45,wt_mean,abs,jobs,0.39064885072063,0.5368421052631579
walk,pfca,gaussian,45,wt_mean,abs,ratio,0.8881909696665881,0.8947368421052632
walk,pfca,gaussian,45,wt_mean,rel,population,-0.6491001130338401,-0.8676691729323308
walk,pfca,gaussian,45,wt_mean,rel,jobs,-0.5856554344809998,-0.718796992481203
walk,pfca,gaussian,45,wt_mean,rel,ratio,-0.09038832618823597,-0.05112781954887218
walk,pfca,gaussian,60,wt_mean,abs,rel,0.14237267721147487,0.09022556390977443
walk,pfca,gaussian,60,wt_mean,abs,population,0.2881196276547902,0.24962406015037594
walk,pfca,gaussian,60,wt_mean,abs,jobs,0.38934592474238533,0.5368421052631579
walk,pfca,gaussian,60,wt_mean,abs,ratio,0.886468897607863,0.8947368421052632
walk,pfca,gaussian,60,wt_mean,rel,population,-0.648865760934935,-0.8706766917293233
walk,pfca,gaussian,60,wt_mean,rel,jobs,-0.58568524046327,-0.7308270676691729
walk,pfca,gaussian,60,wt_mean,rel,ratio,-0.09250146006991979,-0.07518796992481204
walk,pfca,binary,60,wt_mean,abs,rel,0.1416851137768513,0.10526315789473684
walk,pfca,binary,60,wt_mean,abs,population,0.2869639306312145,0.24962406015037594
walk,pfca,binary,60,wt_mean,abs,jobs,0.38822123604995035,0.5368421052631579
walk,pfca,binary,60,wt_mean,abs,ratio,0.8861282010027187,0.8947368421052632
walk,pfca,binary,60,wt_mean,rel,population,-0.6490975253964177,-0.8616541353383459
walk,pfca,binary,60,wt_mean,rel,jobs,-0.586167457269677,-0.7218045112781954
walk,pfca,binary,60,wt_mean,rel,ratio,-0.09449726514486677,-0.06466165413533835
walk,2sfca,binary,60,wt_mean,abs,rel,0.05548769635336748,0.0015037593984962405
walk,2sfca,binary,60,wt_mean,abs,population,0.27773659441099563,0.17744360902255638
walk,2sfca,binary,60,wt_mean,abs,jobs,0.37994829302996813,0.46766917293233085
walk,2sfca,binary,60,wt_mean,abs,ratio,0.8601328872224627,0.8676691729323308
walk,2sfca,binary,60,wt_mean,rel,population,-0.6537884670734941,-0.9248120300751881
walk,2sfca,binary,60,wt_mean,rel,jobs,-0.6026078471493164,-0.8165413533834586
walk,2sfca,binary,60,wt_mean,rel,ratio,-0.24184050093047935,-0.21052631578947367
walk,pfca,gaussian,30,ac_mean,abs,rel,0.10394635572418474,0.1849624060150376
walk,pfca,gaussian,30,ac_mean,abs,population,0.4581609671574068,0.26766917293233083
walk,pfca,gaussian,30,ac_mean,abs,jobs,0.5506074337338452,0.5654135338345865
walk,pfca,gaussian,30,ac_mean,abs,ratio,0.860900317619687,0.8857142857142857
walk,pfca,gaussian,30,ac_mean,rel,population,-0.5932086536412742,-0.8090225563909774
walk,pfca,gaussian,30,ac_mean,rel,jobs,-0.5301963240622345,-0.6225563909774436
walk,pfca,gaussian,30,ac_mean,rel,ratio,-0.016532784905259678,0.042105263157894736
walk,pfca,gaussian,45,ac_mean,abs,rel,0.11794564702025605,0.1969924812030075
walk,pfca,gaussian,45,ac_mean,abs,population,0.4461868527226933,0.2706766917293233
walk,pfca,gaussian,45,ac_mean,abs,jobs,0.5396701255450709,0.5684210526315789
walk,pfca,gaussian,45,ac_mean,abs,ratio,0.8586338418247195,0.8827067669172932
walk,pfca,gaussian,45,ac_mean,rel,population,-0.59119639542936675,-0.8030075187969925
walk,pfca,gaussian,45,ac_mean,rel,jobs,-0.5279085494138634,-0.6135338345864662
walk,pfca,gaussian,45,ac_mean,rel,ratio,-0.015832861474979195,0.05864661654135339
walk,pfca,gaussian,60,ac_mean,abs,rel,0.12269897766240867,0.2030075187969925
walk,pfca,gaussian,60,ac_mean,abs,population,0.44137171959682703,0.28721804511278193
walk,pfca,gaussian,60,ac_mean,abs,jobs,0.535283262788743,0.5804511278195488
walk,pfca,gaussian,60,ac_mean,abs,ratio,0.8588294808531216,0.8902255639097745
walk,pfca,gaussian,60,ac_mean,rel,population,-0.5910763382081623,-0.7894736842105263
walk,pfca,gaussian,60,ac_mean,rel,jobs,-0.5276138040180672,-0.5984962406015037
walk,pfca,gaussian,60,ac_mean,rel,ratio,-0.014825781863235363,0.07669172932330827
walk,2sfca,binary,60,ac_median,abs,rel,0.08139199065036834,0.09473684210526316
walk,2sfca,binary,60,ac_median,abs,population,0.12541215383180956,0.05263157894736842
walk,2sfca,binary,60,ac_median,abs,jobs,0.21816069208563024,0.3518796992481203
walk,2sfca,binary,60,ac_median,abs,ratio,0.7779070118588586,0.8030075187969925
walk,2sfca,binary,60,ac_median,rel,population,-0.6464718651325462,-0.9338345864661654
walk,2sfca,binary,60,ac_median,rel,jobs,-0.6076471235607178,-0.8616541353383459
walk,2sfca,binary,60,ac_median,rel,ratio,-0.3569995856690342,-0.33082706766917297
walk,pfca,binary,60,ac_mean,abs,rel,0.12711827915297716,0.20150375939849624
walk,pfca,binary,60,ac_mean,abs,population,0.43535766060357234,0.28721804511278193
walk,pfca,binary,60,ac_mean,abs,jobs,0.529870874307641,0.5804511278195488
walk,pfca,binary,60,ac_mean,abs,ratio,0.8613427969353643,0.8902255639097745
