city,mode,metric,jobs,fun,threshold,ac_mean,ac_median,wt_mean,wt_median
cam,walk,pfca,rel,binary,45,6.419863094838428e-5,2.4188545104455494e-5,9.232179318356882e-5,4.7880597381874e-5
cam,walk,pfca,rel,binary,60,1.0807969353873966e-4,4.17705225009591e-5,1.636552287865599e-4,7.88169398626093e-5
cam,walk,pfca,rel,gaussian,15,1.8963888486017984e-4,4.065128834649199e-5,2.593964300304775e-4,9.71798285894459e-5
cam,walk,pfca,rel,gaussian,30,1.1506666645233788e-4,4.285564405064735e-5,1.8207650357180492e-4,8.50822533428405e-5
cam,walk,pfca,rel,gaussian,45,1.1233981458447017e-4,4.356906252341306e-5,1.741512203600027e-4,8.19284099010981e-5
cam,walk,pfca,rel,gaussian,60,1.1180201895020468e-4,4.355103235937248e-5,1.7181116924414527e-4,8.2136695964799e-5
cgr,walk,2sfca,abs,binary,15,10.000868050680904,1.598814392800986,2.937815060929539,1.03133159268929
cgr,walk,2sfca,abs,binary,30,45.298019114005946,8.212424789410349,12.425099661594663,4.5
cgr,walk,2sfca,abs,binary,45,111.2447792465839,21.41654411764706,28.677229799550673,10.3955555555556
cgr,walk,2sfca,abs,binary,60,217.6488242216004,41.66447368421053,51.4588342604607,19.0238611713666
cgr,walk,2sfca,abs,gaussian,15,153571.08180955486,24138.05856227294,27399.015072752652,10173.4559127189
cgr,walk,2sfca,abs,gaussian,30,841.1831815832445,153.93028298484938,181.45564439542648,67.7772412643459
cgr,walk,2sfca,abs,gaussian,45,391.9476016478269,73.246744707591,88.283101047888,32.9223872251424
cgr,walk,2sfca,abs,gaussian,60,307.1142339257424,58.513974292970886,70.28243386488762,25.9632228982989
cgr,walk,2sfca,rel,binary,15,5.157106933995227e-5,8.244541123331749e-6,1.5149311384509078e-5,5.31822565896586e-6
cgr,walk,2sfca,rel,binary,30,2.3358645198121914e-4,4.2348676746613875e-5,6.407200584556147e-5,2.32049668942472e-5
cgr,walk,2sfca,rel,binary,45,5.736514265721824e-4,1.1043782160870784e-4,1.4787870402606522e-4,5.36063383364388e-5
cgr,walk,2sfca,rel,binary,60,0.0011223408356964605,2.148494961129645e-4,2.653556767623435e-4,9.80995708182927e-5
cgr,walk,2sfca,rel,gaussian,15,0.7919137487343231,0.12447174440643212,0.14128738615515693,0.0524610461454944
cgr,walk,2sfca,rel,gaussian,30,0.004337695084585943,7.937660268190084e-4,9.35704937993371e-4,3.49504142160568e-4
cgr,walk,2sfca,rel,gaussian,45,0.0020211402490038725,3.777085080113395e-4,4.552458749194943e-4,1.69769534586448e-4
cgr,walk,2sfca,rel,gaussian,60,0.0015836834735553226,3.0173663029316064e-4,3.624225669070751e-4,1.33883495071775e-4
cgr,walk,bfca,abs,binary,15,82.42778190054865,13.738016726403822,35.55107813317318,10.6742596810934
cgr,walk,bfca,abs,binary,30,1579.9504595938324,252.41027427724242,618.9018624521965,177.408719346049
cgr,walk,bfca,abs,binary,45,8918.74915706164,1348.9725437508612,3221.9706780523666,888.631205673759
cgr,walk,bfca,abs,binary,60,31515.350980826643,4328.0999999999995,10151.237807525791,2705.27102803738
cgr,walk,bfca,abs,gaussian,15,1931352.6750172034,314718.1059522543,604197.4964269458,189329.340541638
cgr,walk,bfca,abs,gaussian,30,49062.61835024628,7206.430713841869,15196.96290222845,4346.0327981666
cgr,walk,bfca,abs,gaussian,45,37116.942649263074,5345.217781405634,11644.067332745064,3206.25580843547
cgr,walk,bfca,abs,gaussian,60,35245.26524272203,5007.237688597486,11128.715905832589,3039.0387364992
cgr,walk,bfca,rel,binary,15,4.25051988926325e-4,7.084227185084787e-5,1.8332479803001784e-4,5.50435205600823e-5
cgr,walk,bfca,rel,binary,30,0.008147266246539017,0.0013015937907491718,0.0031914660508869275,9.14836324261304e-4
cgr,walk,bfca,rel,binary,45,0.04599095087282461,0.006956191826441601,0.016614605092986772,0.00458236837974546
cgr,walk,bfca,rel,binary,60,0.1625139280379254,0.022318537158886986,0.05234647494650374,0.0139501610323497
cgr,walk,bfca,rel,gaussian,15,9.959327752197787,1.6228940510316119,3.115640644927631,0.976306906528527
cgr,walk,bfca,rel,gaussian,30,0.252999207680567,0.03716110803119711,0.07836556023095877,0.0224110104895041
cgr,walk,bfca,rel,gaussian,45,0.19139942786484948,0.027563467035568747,0.06004448821571887,0.016533568864274
cgr,walk,bfca,rel,gaussian,60,0.18174782514140606,0.025820618843451486,0.05738699648229506,0.0156712873935109
cgr,walk,cumulative,abs,binary,15,936.0567901234568,407.5,1105.6471420914297,546
cgr,walk,cumulative,abs,binary,30,3794.339229559748,1712,4653.114460553059,2304
cgr,walk,cumulative,abs,binary,45,8601.532767925983,3873.5,10622.40885185052,5061
cgr,walk,cumulative,abs,binary,60,15282.351011064478,6910,18665.358730199514,8813
cgr,walk,cumulative,rel,binary,15,0.004826925961322254,0.0021013386687568324,0.00570144562865571,0.00281553598316866
cgr,walk,cumulative,rel,binary,30,0.01956611471277278,0.008828200738433612,0.023994526002728174,0.0118809430498546
cgr,walk,cumulative,rel,binary,45,0.044355174026556705,0.019974319836637024,0.054776143498744455,0.0260978527670634
cgr,walk,cumulative,rel,binary,60,0.0788058776173371,0.03563251583094408,0.09625089586745074,0.0454456384975557
cgr,walk,gravity,abs,gaussian,15,1796.2715976041754,813.9828266405087,2264.582179390753,1102.19811781977
cgr,walk,gravity,abs,gaussian,30,6579.4346692368335,2963.821680195841,8146.888841284688,3888.71547172293
cgr,walk,gravity,abs,gaussian,45,10288.177708514295,4635.975740910436,12641.12935694528,5992.448823287
cgr,walk,gravity,abs,gaussian,60,12324.431216029487,5589.815363452259,15097.777169624935,7123.41747302459
cgr,walk,gravity,rel,gaussian,15,0.009262760656773662,0.004197432121039731,0.011677678778236592,0.00568366018553539
cgr,walk,gravity,rel,gaussian,30,0.03392790304055627,0.015283418659865933,0.04201073018958298,0.0200527808405506
cgr,walk,gravity,rel,gaussian,45,0.05305262736182367,0.023906147464524435,0.06518599738529154,0.030901017013299
cgr,walk,gravity,rel,gaussian,60,0.06355289296853142,0.02882477343419205,0.07785409319952628,0.0367330370300973
cgr,walk,pfca,abs,binary,15,3.770547509975767,0.8347405287006694,2.856644821635258,1.09057946890928
cgr,walk,pfca,abs,binary,30,11.441063288997452,4.206780420720926,12.050268945051785,5.00285729644903
cgr,walk,pfca,abs,binary,45,23.28147523189162,9.52512870871176,27.869139958685768,11.2367814231398
cgr,walk,pfca,abs,binary,60,41.597642424233385,16.879611922294302,49.441325274077286,20.1602522905768
cgr,walk,pfca,abs,gaussian,15,51.107299332485255,19.769938764500246,60.23490160638354,24.769781378923
cgr,walk,pfca,abs,gaussian,30,43.52286983440053,17.368328953134757,52.29639264382845,20.8208011564337
cgr,walk,pfca,abs,gaussian,45,43.175831564671796,17.3011818493953,51.59411068473035,20.7197871349155
cgr,walk,pfca,abs,gaussian,60,43.14724257777795,17.324472007097544,51.42435848265601,20.7712501441538
cgr,walk,pfca,rel,binary,15,1.9443428920483112e-5,4.304472518618992e-6,1.4730744114370876e-5,5.62374677146347e-6
cgr,walk,pfca,rel,binary,30,5.899766552359404e-5,2.1692933420932556e-5,6.213913154148938e-5,2.57980306534984e-5
cgr,walk,pfca,rel,binary,45,1.2005463600117375e-4,4.9117843633133394e-5,1.4371166002498799e-4,5.7944253538189e-5
cgr,walk,pfca,rel,binary,60,2.145048700740155e-4,8.704240796546225e-5,2.5495207026503833e-4,1.03959552662779e-4
cgr,walk,pfca,rel,gaussian,15,2.635429309032675e-4,1.0194683878478295e-4,3.1061086614541544e-4,1.27729323750144e-4
cgr,walk,pfca,rel,gaussian,30,2.2443261192219905e-4,8.95625551924195e-5,2.6967467999746526e-4,1.073657781215e-4
cgr,walk,pfca,rel,gaussian,45,2.2264305379773413e-4,8.921630045479309e-5,2.660532511949545e-4,1.06844883227014e-4
cgr,walk,pfca,rel,gaussian,60,2.224956301323093e-4,8.933639986333586e-5,2.651778969217632e-4,1.07110260432715e-4
cur,walk,2sfca,abs,binary,15,19.1327875483389,2.3373781317226046,4.272303382708225,1.43410852713178
cur,walk,2sfca,abs,binary,30,78.7594642468068,12.854586129753915,18.64467835088493,7.29161290322581
cur,walk,2sfca,abs,binary,45,189.77235453940196,34.25714285714286,44.46758850535389,18.3185328185328
cur,walk,2sfca,abs,binary,60,357.04485110301863,69.79954954954955,81.21721092468857,35.0043956043956
cur,walk,2sfca,abs,gaussian,15,226421.79754898167,40598.98455080858,44344.75809810096,20241.5116555432
cur,walk,2sfca,abs,gaussian,30,1341.6814112537243,258.6861516043933,291.03619513168206,128.374951327527
cur,walk,2sfca,abs,gaussian,45,635.2043928998928,123.88325175702352,140.5917650463066,61.2265248118332
cur,walk,2sfca,abs,gaussian,60,500.78841156111514,98.26016125350131,111.60552457068479,48.338390504749
cur,walk,2sfca,rel,binary,15,3.120561643452978e-5,3.8122686125433924e-6,6.968135736410858e-6,2.33903400171546e-6
cur,walk,2sfca,rel,binary,30,1.2845685061131065e-4,2.096585681392536e-5,3.0409509314465243e-5,1.18926358677352e-5
cur,walk,2sfca,rel,binary,45,3.0951910643822083e-4,5.587347151804354e-5,7.252672968644618e-5,2.98775652703106e-5
cur,walk,2sfca,rel,binary,60,5.823408975453722e-4,1.1384321103462544e-4,1.3246544057393098e-4,5.70922423088394e-5
cur,walk,2sfca,rel,gaussian,15,0.3692944244992525,0.06621702856016534,0.07232639303578575,0.0330139477680441
cur,walk,2sfca,rel,gaussian,30,0.0021882851827598583,4.219176533213617e-4,4.74680641850995e-4,2.09379813621357e-4
cur,walk,2sfca,rel,gaussian,45,0.0010360196909249297,2.0205384224462344e-4,2.2930546230151777e-4,9.98605897896548e-5
cur,walk,2sfca,rel,gaussian,60,8.167869447434681e-4,1.6026252814049666e-4,1.8202884357170664e-4,7.88400158284659e-5
cur,walk,bfca,abs,binary,15,170.78601412316726,20.763317665491577,53.92479669303049,15.6788194444444
cur,walk,bfca,abs,binary,30,3092.8448603031866,469.95104895104896,998.729446940876,335.364296081277
cur,walk,bfca,abs,binary,45,17773.43125512334,2869.406329113924,5562.506043862056,1916.62427745665
cur,walk,bfca,abs,binary,60,61520.911740358584,10529.80487804878,18209.68607333521,6569.67948717949
cur,walk,bfca,abs,gaussian,15,3712685.402409443,678320.3906010371,1081870.9997502512,450437.434596324
cur,walk,bfca,abs,gaussian,30,93797.14413737105,16787.99582409381,27403.184719246452,10572.2132272033
cur,walk,bfca,abs,gaussian,45,71991.29229816199,12581.24815536983,21003.78472788957,7806.37352285917
cur,walk,bfca,abs,gaussian,60,68800.91303601424,11958.55151645852,20075.618850494833,7333.31199517218
cur,walk,bfca,rel,binary,15,2.7855234558188814e-4,3.386501445963527e-5,8.795145598419638e-5,2.55721872462886e-5
cur,walk,bfca,rel,binary,30,0.0050444364240331205,7.664911419478226e-4,0.0016289298129907293,5.46979867042793e-4
cur,walk,bfca,rel,binary,45,0.02898850348239063,0.004680007713194683,0.009072458970286496,0.00312601819783509
cur,walk,bfca,rel,binary,60,0.10034073548466627,0.01717413373898875,0.029700036001655813,0.0107151609589958
cur,walk,bfca,rel,gaussian,15,6.055397642238784,1.106341973188017,1.7645338591959994,0.734664396197032
cur,walk,bfca,rel,gaussian,30,0.1529833379067247,0.027381256237104988,0.044694651486244866,0.017243301844995
cur,walk,bfca,rel,gaussian,45,0.1174179480332757,0.020520042007061964,0.03425721674042532,0.012732211513014
cur,walk,bfca,rel,gaussian,60,0.11221443279621321,0.01950442248900463,0.03274337625667868,0.0119606471737542
cur,walk,cumulative,abs,binary,15,2002.4239892183289,832,2850.6148614648682,1117
cur,walk,cumulative,abs,binary,30,8522.766867944343,4119,12117.624421647277,5395
cur,walk,cumulative,abs,binary,45,20105.60524266805,10190,27712.153494809132,13344
cur,walk,cumulative,abs,binary,60,36629.08827336267,20234,48766.73326085871,25302
cur,walk,cumulative,rel,binary,15,0.003265957706840959,0.0013569937369519833,0.004649358790228451,0.00182182933194154
cur,walk,cumulative,rel,binary,30,0.013900650554449931,0.006718097599164926,0.019763870729461244,0.00879925626304801
cur,walk,cumulative,rel,binary,45,0.03279228412491527,0.016619911273486422,0.04519858020421635,0.0217640918580376
cur,walk,cumulative,rel,binary,60,0.05974211944376742,0.03300169624217117,0.07953864375792458,0.0412676148225471
cur,walk,gravity,abs,gaussian,15,4128.052135192115,1981.0586420539648,5940.107943403783,2647.26523875122
cur,walk,gravity,abs,gaussian,30,15572.492211916195,8227.55448196331,21330.926428849525,10446.6848128624
cur,walk,gravity,abs,gaussian,45,24566.806332228767,13287.6942446011,33076.717846038504,16756.5226222899
cur,walk,gravity,abs,gaussian,60,29522.645362649127,16182.365053982247,39497.177315234265,20280.7173151522
cur,walk,gravity,rel,gaussian,15,0.006732861650561253,0.003231110781011816,0.009688328456751995,0.00431769513105301
cur,walk,gravity,rel,gaussian,30,0.025398767308057468,0.013419158536605087,0.03479078553765906,0.0170385647391414
cur,walk,gravity,rel,gaussian,45,0.04006851241556101,0.021672257053433425,0.053948195860579494,0.0273299233792568
cur,walk,gravity,rel,gaussian,60,0.04815149622039589,0.026393471186688163,0.06441997865871976,0.0330778922807154
cur,walk,pfca,abs,binary,15,5.873591430745741,1.5288011606185221,4.363228545487777,1.69631393027853
cur,walk,pfca,abs,binary,30,17.45311742069046,7.645659678253127,19.29882430866216,9.0372158188647
cur,walk,pfca,abs,binary,45,38.370948298251975,19.66158249813836,46.82657622571707,23.1370368525621
cur,walk,pfca,abs,binary,60,68.0992510608577,37.37655373270849,85.77234179081502,44.1935128377232
cur,walk,pfca,abs,gaussian,15,83.30360675650688,39.08034062957579,107.41929210311008,48.0656127965601
cur,walk,pfca,abs,gaussian,30,72.38191519715897,38.31403141897461,93.26402551915704,45.7074593291246
cur,walk,pfca,abs,gaussian,45,71.1242484311333,39.09503250567293,90.810810620123,45.9731434276438
cur,walk,pfca,abs,gaussian,60,70.81414159498182,39.17332608024702,90.06241467342129,46.090283715939
cur,walk,pfca,rel,binary,15,9.579839885741356e-6,2.4934778846205018e-6,7.116434866727193e-6,2.76669156164949e-6
cur,walk,pfca,rel,binary,30,2.846607094971696e-5,1.2470086896942078e-5,3.1476422737249084e-5,1.47397178674072e-5
cur,walk,pfca,rel,binary,45,6.258309678081285e-5,3.206808210160876e-5,7.637424358317632e-5,3.77365554093196e-5
cur,walk,pfca,rel,binary,60,1.1107002064988534e-4,6.096123716843112e-5,1.39894868526251e-4,7.20797117003575e-5
cur,walk,pfca,rel,gaussian,15,1.3586835653135908e-4,6.374011715418808e-5,1.7520108967756734e-4,7.83951148169364e-5
cur,walk,pfca,rel,gaussian,30,1.1805505479703644e-4,6.249026523188708e-5,1.5211382032743516e-4,7.45489615884731e-5
cur,walk,pfca,rel,gaussian,45,1.1600379767603943e-4,6.376407963477449e-5,1.481126217055764e-4,7.4982292907822e-5
cur,walk,pfca,rel,gaussian,60,1.1549801277887171e-4,6.389177661835697e-5,1.4689198635409265e-4,7.51733489625832e-5
duq,walk,2sfca,abs,binary,15,5.303676642593445,0.9547738693467336,1.440844939740441,0.677664974619289
duq,walk,2sfca,abs,binary,30,20.16768022331861,4.8035868094007625,5.709964154106677,3.33210468116476
duq,walk,2sfca,abs,binary,45,52.52774549810427,11.458563535911603,13.534833530177973,7.38359201773836
duq,walk,2sfca,abs,binary,60,101.69800770517188,22.803229068448598,23.463912902769465,12.3555555555556
duq,walk,2sfca,abs,gaussian,15,66086.9134613867,10613.14784771638,12371.278794859325,5242.5024682698
duq,walk,2sfca,abs,gaussian,30,385.751337189666,79.45386019747153,82.2712770761508,40.547330756228
duq,walk,2sfca,abs,gaussian,45,181.58289743143635,39.508189872557686,40.30966360023247,20.050795852818
duq,walk,2sfca,abs,gaussian,60,142.65953126763952,31.83175473096656,32.17883665369591,16.3067128451279
duq,walk,2sfca,rel,binary,15,4.239854699853263e-5,7.632634396932902e-6,1.151837414154848e-5,5.41737594726471e-6
duq,walk,2sfca,rel,binary,30,1.612240706631061e-4,3.840073873740527e-5,4.564648259352533e-5,2.66374453890749e-5
duq,walk,2sfca,rel,binary,45,4.1991626494395495e-4,9.160182216075978e-5,1.0819989871515915e-4,5.90257653847068e-5
duq,walk,2sfca,rel,binary,60,8.1299220331736e-4,1.8229312315393273e-4,1.8757474880502567e-4,9.87725380367537e-5
duq,walk,2sfca,rel,gaussian,15,0.5283106975033112,0.08484341677431934,0.09889823244565417,0.0419095096231528
duq,walk,2sfca,rel,gaussian,30,0.0030837657160760245,6.351684789271133e-4,6.57691417257443e-4,3.24142670185929e-4
duq,walk,2sfca,rel,gaussian,45,0.0014516064099850217,3.158355906704534e-4,3.222427161045356e-4,1.6028967593846e-4
duq,walk,2sfca,rel,gaussian,60,0.0011404460054491492,2.5446878457256365e-4,2.5724342001979286e-4,1.30358801553492e-4
duq,walk,bfca,abs,binary,15,25.563623772947874,5.060975609756097,13.063276877964219,5.26045296167247
duq,walk,bfca,abs,binary,30,384.9785558439487,99.57115009746589,195.2375884330604,102.610795454545
duq,walk,bfca,abs,binary,45,2007.3125550078837,466.51162790697674,862.9637920233334,430.907828769765
duq,walk,bfca,abs,binary,60,6437.735316807423,1399.0205758426966,2330.684644817236,1138.96193771626
duq,walk,bfca,abs,gaussian,15,356977.6272027922,85708.86476959147,130767.93734022527,73298.006812751
duq,walk,bfca,abs,gaussian,30,9673.198229478437,2160.048737951233,3405.8608016560465,1766.46682881382
duq,walk,bfca,abs,gaussian,45,7515.779582151258,1649.9600041029305,2647.779144918296,1328.06272019684
duq,walk,bfca,abs,gaussian,60,7199.090276868601,1576.920423607902,2540.266184351263,1254.99854777727
duq,walk,bfca,rel,binary,15,2.0436021594637404e-4,4.0458351198376354e-5,1.0443018984550623e-4,4.2053009102753e-5
duq,walk,bfca,rel,binary,30,0.003077587962714733,7.959897202633754e-4,0.0015607644709296465,8.20289193103784e-4
duq,walk,bfca,rel,binary,45,0.016046818356299685,0.003729378036045573,0.0068986880912562335,0.00344475484862832
duq,walk,bfca,rel,binary,60,0.05146441643929158,0.011184022638260918,0.01863191312578232,0.00910506701294468
duq,walk,bfca,rel,gaussian,15,2.8537434923598997,0.6851721128585707,1.0453824602907105,0.585957477458419
duq,walk,bfca,rel,gaussian,30,0.077329290112625515,0.017267818931427783,0.0272270651098484,0.0141214542118443
duq,walk,bfca,rel,gaussian,45,0.060082496599685495,0.013190077656289665,0.021166823711684258,0.010616772751012001
duq,walk,bfca,rel,gaussian,60,0.05755082521419288,0.01260618608539305,0.02030734572712076,0.0100326845878382
duq,walk,cumulative,abs,binary,15,793.7548953409859,320,1317.0242097599003,690
duq,walk,cumulative,abs,binary,30,2812.8730445246692,1519.5,5569.18098025458,2899
duq,walk,cumulative,abs,binary,45,5754.022003474232,3459,11376.46467482517,5784
duq,walk,cumulative,abs,binary,60,9267.801136363636,5634,17471.747337839268,9256
duq,walk,cumulative,rel,binary,15,0.006345419697188334,0.002558137675772038,0.010528528909033427,0.00551598436338346
duq,walk,cumulative,rel,binary,30,0.02248661410113173,0.012147156869798788,0.04452103652744467,0.0231751285064473
duq,walk,cumulative,rel,binary,45,0.04599868898221482,0.02765186943904838,0.09094550906799986,0.0462383384895796
duq,walk,cumulative,rel,binary,60,0.07408847268279602,0.045039211454061465,0.1396722972703014,0.0739941322717062
duq,walk,gravity,abs,gaussian,15,1306.591088318311,656.3989024976229,2637.612696780594,1420.99933774403
duq,walk,gravity,abs,gaussian,30,4273.728861481681,2575.3318743320265,8378.776467006544,4564.70674820839
duq,walk,gravity,abs,gaussian,45,6432.385438513374,3934.039407738848,12343.998504771444,6687.71067700057
duq,walk,gravity,abs,gaussian,60,7598.045021161497,4611.547453186207,14451.142348654032,7698.16430080232
duq,walk,gravity,rel,gaussian,15,0.010445124655797068,0.00524737113379558,0.021085551292903522,0.0113597248222816
duq,walk,gravity,rel,gaussian,30,0.0341649588018457,0.020587667172954304,0.06698144924100491,0.0364910884732586
duq,walk,gravity,rel,gaussian,45,0.05142164854796407,0.03144942008408957,0.09868014888977979,0.0534627645234315
duq,walk,gravity,rel,gaussian,60,0.06074014134639181,0.03686554151126945,0.11552503656261467,0.0615405129130179
duq,walk,pfca,abs,binary,15,1.3912895030962593,0.2820690144087302,1.2866007531183694,0.643487152410766
duq,walk,pfca,abs,binary,30,3.525191169107815,1.5725630102872192,5.133193002142279,3.15497289819718
duq,walk,pfca,abs,binary,45,7.078714752237848,4.015355413259101,10.51597649782951,6.95902689570606
duq,walk,pfca,abs,binary,60,11.377927466127296,7.097565872789086,16.43498103193792,11.2335837326874
duq,walk,pfca,abs,gaussian,15,21.109227150448145,6.724518785472395,23.429941294080773,13.6569584592903
duq,walk,pfca,abs,gaussian,30,12.011418761736097,7.109008690649816,17.62939018191361,12.1219278889947
duq,walk,pfca,abs,gaussian,45,11.752487891769457,7.290911067761529,17.22011192838637,11.5411098068235
duq,walk,pfca,abs,gaussian,60,11.703384274840253,7.379609081237237,17.099624321054662,11.7681547946219
duq,walk,pfca,rel,binary,15,1.1122219049302183e-5,2.2549105403964333e-6,1.0285318313214934e-5,5.14415227642889e-6
duq,walk,pfca,rel,binary,30,2.8181013574979933e-5,1.257135213794133e-5,4.1035670049342314e-5,2.52214219903685e-5
duq,walk,pfca,rel,binary,45,5.658852157419676e-5,3.2099474888354096e-5,8.406661148947172e-5,5.56317152769269e-5
duq,walk,pfca,rel,binary,60,9.095720288531786e-5,5.6739220829548786e-5,1.313842005574975e-4,8.98032930641482e-5
duq,walk,pfca,rel,gaussian,15,1.687509664999732e-4,5.37570151767305e-5,1.8730317364223462e-4,1.09176187409888e-4
duq,walk,pfca,rel,gaussian,30,9.602144648085071e-5,5.683069677794418e-5,1.4093252257887145e-4,9.6904876361966e-5
duq,walk,pfca,rel,gaussian,45,9.395150643746917e-5,5.828485716607533e-5,1.3766067845317705e-4,9.22617119283043e-5
duq,walk,pfca,rel,gaussian,60,9.355896327345895e-5,5.899392507244515e-5,1.3669747880386808e-4,9.40767504826239e-5
for,walk,2sfca,abs,binary,15,11.054489167538966,1.415915915915916,2.1697230285956013,0.898617511520737
for,walk,2sfca,abs,binary,30,56.4628568856964,7.209620253164557,9.319890884915683,4.24603174603175
for,walk,2sfca,abs,binary,45,149.19324399000982,18.2487922705314,21.217351862053196,9.88512241054614
for,walk,2sfca,abs,binary,60,281.1213866752979,35.420860018298264,37.254198376485014,17.897066392177045
for,walk,2sfca,abs,gaussian,15,145534.8078331674,18046.320250826673,17879.255133732273,9286.726489612296
for,walk,2sfca,abs,gaussian,30,1006.8878908288294,125.37845155463656,127.31935901476355,63.28513273462925
for,walk,2sfca,abs,gaussian,45,485.48416496110775,61.313272879152514,62.8486475516575,30.541594469700577
for,walk,2sfca,abs,gaussian,60,384.5317934223491,48.7752799807389,50.296275823380554,24.354523922130866
for,walk,2sfca,rel,binary,15,1.9624027039162823e-5,2.5135464694928864e-6,3.851711529618652e-6,1.59523376220143e-6
for,walk,2sfca,rel,binary,30,1.0023336342731832e-4,1.2798581702504387e-5,1.654475281089354e-5,7.5375931470401e-6
for,walk,2sfca,rel,binary,45,2.64849167586834e-4,3.2395417601074005e-5,3.7665230869556226e-5,1.75481568193692e-5
for,walk,2sfca,rel,binary,60,4.990491744840318e-4,6.287942429674793e-5,6.613398278133514e-5,3.1771030707877035e-5
for,walk,2sfca,rel,gaussian,15,0.25835467933189554,0.03203598747914427,0.03173941200419708,0.01648587908273591
for,walk,2sfca,rel,gaussian,30,0.0017874362981016437,2.225729372155433e-4,2.2601845332223866e-4,1.1234432791414601e-4
for,walk,2sfca,rel,gaussian,45,8.618357877863993e-4,1.0884386484119428e-4,1.1156947555299088e-4,5.4217708897170274e-5
for,walk,2sfca,rel,gaussian,60,6.826242440669841e-4,8.658630884504717e-5,8.928639413076997e-5,4.323436648499925e-5
for,walk,bfca,abs,binary,15,83.22611420855196,10.543478260869565,20.570719904363816,7.8773311230833
for,walk,bfca,abs,binary,30,1705.704622847886,230.00456621004565,370.0654449358402,152.897845726199
for,walk,bfca,abs,binary,45,10005.686979905395,1316.3845144356956,1900.2344268326906,861.5050505050506
for,walk,bfca,abs,binary,60,34355.51352842839,4531.980337078651,5803.865765037262,2784.4511668107175
for,walk,bfca,abs,gaussian,15,1832065.6855969927,277094.58977475297,332730.60054264514,171311.03399114625
for,walk,bfca,abs,gaussian,30,50544.047399413554,6994.432158264066,8594.772660549204,4199.387804105477
for,walk,bfca,abs,gaussian,45,39065.72842363796,5225.003115852643,6611.792212540789,3194.753506558221
for,walk,bfca,abs,gaussian,60,37383.775346761664,4972.527219710316,6327.761794996224,3048.8616001428204
for,walk,bfca,rel,binary,15,1.4774373477057548e-4,1.8716875953499407e-5,3.6517324093425365e-5,1.39839079502432e-5
for,walk,bfca,rel,binary,30,0.0030279819476311362,4.083061422404656e-4,6.569434541584981e-4,2.71425609386947e-4
for,walk,bfca,rel,binary,45,0.017762184110292654,0.0023368574444016933,0.003373312977899876,0.0015293513928378321
for,walk,bfca,rel,binary,60,0.06098821177607585,0.0080452116174614,0.01030307388958425,0.004942982362964026
for,walk,bfca,rel,gaussian,15,3.252299224938476,0.49190076897565654,0.5906663078543143,0.30411286421275924
for,walk,bfca,rel,gaussian,30,0.0897262404261452,0.01241657789130763,0.015257516519293336,0.007454790408378768
for,walk,bfca,rel,gaussian,45,0.06934982695909911,0.009275471789894522,0.011737312072025172,0.005671354709022358
for,walk,bfca,rel,gaussian,60,0.06636400896615682,0.00882727434381236,0.011233098760187434,0.0054123661051257745
for,walk,cumulative,abs,binary,15,2396.0748736793753,1255,2718.153815693202,1573
for,walk,cumulative,abs,binary,30,10165.938321995465,5880,11653.637212717455,7086
for,walk,cumulative,abs,binary,45,23123.50067965564,14367,26534.481998108324,17032
for,walk,cumulative,abs,binary,60,40601.08382419574,26449,46482.216008980264,31166
for,walk,cumulative,rel,binary,15,0.004253533328977046,0.0022278871109185994,0.004825290718308443,0.00279240352627487
for,walk,cumulative,rel,binary,30,0.018046663711527612,0.010438228057530967,0.020687639953413998,0.0125791299346368
for,walk,cumulative,rel,binary,45,0.04104904312631257,0.025504425595671332,0.04710424736134433,0.0302353571897734
for,walk,cumulative,rel,binary,60,0.07207540345916441,0.04695249896150281,0.08251564138114845,0.0553261591226208
for,walk,gravity,abs,gaussian,15,5097.776897694297,2937.307473244345,5859.635058081738,3620.4037485077283
for,walk,gravity,abs,gaussian,30,17872.45382440076,11238.009009474716,20490.141629116897,13300.429233393243
for,walk,gravity,abs,gaussian,45,27566.1124131941,17783.453249212354,31575.547690288797,20912.574522462983
for,walk,gravity,abs,gaussian,60,32853.60967525555,21249.16607680395,37619.413615403835,25096.170866145207
for,walk,gravity,rel,gaussian,15,0.009049618681045202,0.00521433423143104,0.01040207603234029,0.006426972786949602
for,walk,gravity,rel,gaussian,30,0.031727338259657595,0.019949813087327344,0.03637428082582164,0.023611039728097017
for,walk,gravity,rel,gaussian,45,0.048935606807560435,0.03156934365063242,0.056053191808278856,0.03712418743802388
for,walk,gravity,rel,gaussian,60,0.05832201875908561,0.03772170774524324,0.06678231610683176,0.044550944706052406
for,walk,pfca,abs,binary,15,2.934847742625348,1.0275811462142448,2.234925465894009,1.02713660868432
for,walk,pfca,abs,binary,30,9.62512826496611,4.980572594943713,9.432804568718636,5.03097452774214
for,walk,pfca,abs,binary,45,20.569446922055327,11.827385931199862,21.697062825483847,12.3710512857432
for,walk,pfca,abs,binary,60,35.95209200932891,23.037089368476185,38.31157416920305,24.0897818894291
for,walk,pfca,abs,gaussian,15,42.53439967014735,23.303397709033813,45.04382901371156,24.85947045162796
for,walk,pfca,abs,gaussian,30,37.97551941765907,23.16112005503096,40.563914093257495,24.51521820387613
for,walk,pfca,abs,gaussian,45,37.45055106010229,23.75814657292846,39.97915542164705,24.766117881346407
