city,mode,metric,jobs,fun,threshold,ac_mean,ac_median,wt_mean,wt_median
bho,walk,2sfca,rel,gaussian,60,5.910885611726241e-4,6.567146420986e-5,9.174673008677355e-5,4.58155550964878e-5
bho,walk,bfca,abs,binary,15,127.81917049821108,10.388440462085308,24.11808132230222,8.11872146118722
bho,walk,bfca,abs,binary,30,2739.0957805916282,216.43352042694147,467.4422630451933,180.08505997819
bho,walk,bfca,abs,binary,45,14678.817365479516,1307.2726981304206,2558.1063859553037,1005.33248081841
bho,walk,bfca,abs,binary,60,50445.6076321049,4451.621621621622,8170.087590160777,3473.359375
bho,walk,bfca,abs,gaussian,15,2232337.0808244157,276850.84093969525,453424.4601953928,210254.475960574
bho,walk,bfca,abs,gaussian,30,69036.90086206226,6909.300358414835,12027.478148605616,5331.14907435018
bho,walk,bfca,abs,gaussian,45,55516.26297809076,5223.799299595102,9293.757960033985,4069.65493219527
bho,walk,bfca,abs,gaussian,60,53964.49637804881,4947.737370705549,8905.163653707086,3846.63717851328
bho,walk,bfca,rel,binary,15,1.6516067865716735e-4,1.3423353243648223e-5,3.116401603588827e-5,1.04905511523168e-5
bho,walk,bfca,rel,binary,30,0.0035393041299374454,2.7966311296296394e-4,6.040023659726909e-4,2.32695695067359e-4
bho,walk,bfca,rel,binary,45,0.018967134808632956,0.00168918359563465,0.003305439904943874,0.00129903358127635
bho,walk,bfca,rel,binary,60,0.065182951503415,0.005752132839590264,0.010556923549260088,0.00448807787876595
bho,walk,bfca,rel,gaussian,15,2.8844992955550475,0.3577309459776811,0.5858893566100787,0.271678902350892
bho,walk,bfca,rel,gaussian,30,0.08920556559960907,0.008927805835338094,0.01554122473033696,0.00688860830273131
bho,walk,bfca,rel,gaussian,45,0.07173496459280788,0.006749897015659615,0.012008866635354571,0.00525857715929448
bho,walk,bfca,rel,gaussian,60,0.06972985985162165,0.006393185457064082,0.011506747124602775,0.00497040627376029
bho,walk,cumulative,abs,binary,15,2538.327287066246,1084,3034.7386569153864,1307
bho,walk,cumulative,abs,binary,30,11118.679922779922,5497,13821.720717291593,6480
bho,walk,cumulative,abs,binary,45,26187.990755007704,13066.5,32913.71612098863,15198
bho,walk,cumulative,abs,binary,60,47116.94971209213,24342,59379.99306607659,28107
bho,walk,cumulative,rel,binary,15,0.0032798824757803847,0.0014006832853517472,0.003921317077631174,0.00168883123058555
bho,walk,cumulative,rel,binary,30,0.01436692723525267,0.00710291145717579,0.01785964315821983,0.00837308827405841
bho,walk,cumulative,rel,binary,45,0.03383863554196068,0.01688378980447288,0.042529236189558235,0.0196379931464722
bho,walk,cumulative,rel,binary,60,0.06088184863328991,0.03145335104431016,0.07672745735420305,0.0363182703887284
bho,walk,gravity,abs,gaussian,15,5457.1363201315935,2732.102955748718,6816.2842505005365,3216.48195425518
bho,walk,gravity,abs,gaussian,30,20195.830492943674,10564.0531377082,25408.548521821333,12050.4403095296
bho,walk,gravity,abs,gaussian,45,31638.17980547218,16472.939770546418,39831.71894266116,18830.9602871941
bho,walk,gravity,abs,gaussian,60,37912.963035600245,19787.4178927455,47735.061106713074,22514.7213153589
bho,walk,gravity,rel,gaussian,15,0.007051401872227182,0.003530268398503075,0.008807615699153564,0.00415615545291583
bho,walk,gravity,rel,gaussian,30,0.02609590609341637,0.013650269977449775,0.03283148451989298,0.0155708951316302
bho,walk,gravity,rel,gaussian,45,0.0408810605465665,0.021285397967906284,0.05146828685407201,0.0243322982669699
bho,walk,gravity,rel,gaussian,60,0.04898897935620287,0.025568178507969292,0.06168053710093845,0.029092245222118
bho,walk,pfca,abs,binary,15,3.7209015552194122,1.1446107817048008,2.8760049312215212,1.19650638746059
bho,walk,pfca,abs,binary,30,11.447462422034217,5.790234670903761,12.603989031405147,6.52095241147421
bho,walk,pfca,abs,binary,45,25.513539753444338,14.460469900641097,30.199942690680135,16.5765993403679
bho,walk,pfca,abs,binary,60,45.81767624885521,27.752425970568627,55.71821062294374,32.2098343287467
bho,walk,pfca,abs,gaussian,15,57.7269286794125,28.949259953172607,66.70522392761708,34.1279024403376
bho,walk,pfca,abs,gaussian,30,48.616741932558696,28.626952112011587,58.84670459914371,33.0605332766537
bho,walk,pfca,abs,gaussian,45,47.85167363505709,29.10905832363886,58.140743384387804,33.3129227556145
bho,walk,pfca,abs,gaussian,60,47.65472758092448,29.08787820744678,57.96265123603175,33.4855293247646
bho,walk,pfca,rel,binary,15,4.807937836563793e-6,1.479001097940325e-6,3.7162103650841204e-6,1.54605765473492e-6
bho,walk,pfca,rel,binary,30,1.4791761323095532e-5,7.481812658486229e-6,1.628615937734866e-5,8.42600465620488e-6
bho,walk,pfca,rel,binary,45,3.2967148231371606e-5,1.8684998605313677e-5,3.9022652163668216e-5,2.14193409815739e-5
bho,walk,pfca,rel,binary,60,5.920300119504542e-5,3.586010994920408e-5,7.199590987939618e-5,4.16197200813878e-5
bho,walk,pfca,rel,gaussian,15,7.459146136157334e-5,3.740659090379297e-5,8.619270498252645e-5,4.40981388489815e-5
bho,walk,pfca,rel,gaussian,30,6.28197950306221e-5,3.699012300171543e-5,7.603837226019594e-5,4.27189449865535e-5
bho,walk,pfca,rel,gaussian,45,6.18312171925566e-5,3.761307328989862e-5,7.512616924025569e-5,4.30450683487114e-5
bho,walk,pfca,rel,gaussian,60,6.157673467766774e-5,3.758570554568086e-5,7.489604867249305e-5,4.32681007623188e-5
bsb,walk,2sfca,abs,binary,15,20.985441146593942,0.9562937062937062,1.5614210643640631,0.594420600858369
bsb,walk,2sfca,abs,binary,30,75.06289432746465,4.321158690176323,6.279361175705633,2.58744394618834
bsb,walk,2sfca,abs,binary,45,163.45432912582453,10,13.38018499578138,5.44622425629291
bsb,walk,2sfca,abs,binary,60,283.4158541033338,18.11215932914046,22.656379181095915,9.17611026033691
bsb,walk,2sfca,abs,gaussian,15,160468.18934799574,8057.071740306672,10961.595264677904,3616.97823572415
bsb,walk,2sfca,abs,gaussian,30,1015.9947038093993,61.72217361508996,76.16869594206253,28.9792679790596
bsb,walk,2sfca,abs,gaussian,45,489.6549008770075,31.29823598232429,37.89907398574459,14.9916897753775
bsb,walk,2sfca,abs,gaussian,60,388.6249661804037,24.90036549962724,30.448918534659786,12.1872758532295
bsb,walk,2sfca,rel,binary,15,3.166180016082369e-5,1.4428088507750547e-6,2.355795208756885e-6,8.96832529961329e-7
bsb,walk,2sfca,rel,binary,30,1.132511984421615e-4,6.519551433579243e-6,9.47399091084133e-6,3.90380800571566e-6
bsb,walk,2sfca,rel,binary,45,2.4661184237450895e-4,1.5087507543753771e-5,2.018736420606726e-5,8.2169949551794e-6
bsb,walk,2sfca,rel,binary,60,4.2760388368034665e-4,2.73267340512077e-5,3.4182829180893054e-5,1.38444632775149e-5
bsb,walk,2sfca,rel,gaussian,15,0.2421065017320394,0.012156113066244225,0.01653831512474035,0.00545711864170813
bsb,walk,2sfca,rel,gaussian,30,0.0015328827758138192,9.312337600345498e-5,1.1491957746237558e-4,4.37224924246524e-5
bsb,walk,2sfca,rel,gaussian,45,7.387672010817856e-4,4.7221237148950346e-5,5.7180256466120386e-5,2.26187232579624e-5
bsb,walk,2sfca,rel,gaussian,60,5.863382108937896e-4,3.7568445231785214e-5,4.5939828809082354e-5,1.83875616373408e-5
bsb,walk,bfca,abs,binary,15,133.53016580292297,4.43280977312391,11.417316568648662,4.17857142857143
bsb,walk,bfca,abs,binary,30,1626.1236366597266,63.318359375,174.2595652948412,71.2866520787746
bsb,walk,bfca,abs,binary,45,7578.179306501758,273.24341412012643,772.3699607874171,295.628307692308
bsb,walk,bfca,abs,binary,60,22130.466876892333,784.4158671586715,2139.185056040049,756.378260869565
bsb,walk,bfca,abs,gaussian,15,1094101.1280536698,42614.66239975977,126449.9498702773,44743.1544718533
bsb,walk,bfca,abs,gaussian,30,31267.30261659484,1187.3272537902185,3170.4621703611897,1169.87779112413
bsb,walk,bfca,abs,gaussian,45,24842.194092113466,917.7295395477217,2437.7316573864077,890.794028862835
bsb,walk,bfca,abs,gaussian,60,24001.078078793682,861.5174893389417,2331.8812988879195,844.497418651373
bsb,walk,bfca,rel,binary,15,2.014637383870292e-4,6.688005089203243e-6,1.722588498589116e-5,6.30442279506854e-6
bsb,walk,bfca,rel,binary,30,0.0024534152635179943,9.553162247284248e-5,2.6291425059571697e-4,1.07553790100746e-4
bsb,walk,bfca,rel,binary,45,0.0114335837454764,4.122562071818444e-4,0.001165313760994896,4.46029432245485e-4
bsb,walk,bfca,rel,binary,60,0.033389358595190606,0.0011834880313196614,0.0032274970670489573,0.00114118627168009
bsb,walk,bfca,rel,gaussian,15,1.6507259023139256,0.06429490404308957,0.1907814572575095,0.0675062680625428
bsb,walk,bfca,rel,gaussian,30,0.04717456641007067,0.0017913808898464374,0.004783437191251041,0.00176505399988553
bsb,walk,bfca,rel,gaussian,45,0.03748067907681573,0.0013846251351051927,0.003677929477046481,0.00134398616303988
bsb,walk,bfca,rel,gaussian,60,0.036211644657202294,0.0012998151619477093,0.0035182276688109837,0.00127413611745832
bsb,walk,cumulative,abs,binary,15,753.7966369930762,229,1214.933080994342,729
bsb,walk,cumulative,abs,binary,30,2588.4342781369137,800,4709.799900357114,3219
bsb,walk,cumulative,abs,binary,45,5133.762153044012,1681,9724.383804895519,6437
bsb,walk,cumulative,abs,binary,60,8376.940942562593,3264,15790.92113604878,10201
bsb,walk,cumulative,rel,binary,15,0.001137291244708926,3.455039227519614e-4,0.0018330312024658147,0.00109987929993965
bsb,walk,cumulative,rel,binary,30,0.0039053021697901535,0.0012070006035003018,0.007105914152620872,0.00485666867833434
bsb,walk,cumulative,rel,binary,45,0.007745567521188913,0.0025362100181050094,0.014671671401471813,0.0097118286059143
bsb,walk,cumulative,rel,binary,60,0.012638715966449294,0.004924562462281233,0.023824564176295686,0.0153907664453832
bsb,walk,gravity,abs,gaussian,15,1139.1462797345116,263.31889245566015,2339.1334097924278,1629.53308749223
bsb,walk,gravity,abs,gaussian,30,3773.1975230540297,1274.8924800770183,7378.092849548035,4842.16691376217
bsb,walk,gravity,abs,gaussian,45,5729.753552135777,2129.6375017158575,10999.044334828206,7069.89949373675
bsb,walk,gravity,abs,gaussian,60,6792.759272653968,2615.575064979239,12947.051677835963,8370.90407539403
bsb,walk,gravity,rel,gaussian,15,0.0017186878088933488,3.97282577633766e-4,0.0035291692966089735,0.00245855927503354
bsb,walk,gravity,rel,gaussian,30,0.005692814609315072,0.001923494991063697,0.011131703152607173,0.00730562298395017
bsb,walk,gravity,rel,gaussian,45,0.00864476999416985,0.003213092187259894,0.016594816437580272,0.0106667161945334
bsb,walk,gravity,rel,gaussian,60,0.010248580676907013,0.003946250852412852,0.019533873985872002,0.0126296078385547
bsb,walk,pfca,abs,binary,15,9.106192097922815,0.16162769455608328,1.785341719995642,0.631181525010412
bsb,walk,pfca,abs,binary,30,24.824002519885155,1.0183829104194337,7.2282191577666595,3.23356244248096
bsb,walk,pfca,abs,binary,45,19.807514488598343,2.700809296196755,14.74402075440094,7.11742216777897
bsb,walk,pfca,abs,binary,60,19.637889775875532,5.400260859276438,24.343361577204345,11.7982027528678
bsb,walk,pfca,abs,gaussian,15,78.4719333338144,4.8539078866378365,84.5372686553179,16.7952181303931
bsb,walk,pfca,abs,gaussian,30,22.29195592146303,5.144964328666802,28.290281030039278,13.2927864001462
bsb,walk,pfca,abs,gaussian,45,20.689496148163744,5.396627661549799,26.10350303214413,12.5608399919561
bsb,walk,pfca,abs,gaussian,60,20.370048455646415,5.514580641727972,25.607944924749443,12.3848026287104
bsb,walk,pfca,rel,binary,15,1.3738974197228146e-5,2.4385590608944375e-7,2.6936356668612588e-6,9.5229560200726e-7
bsb,walk,pfca,rel,binary,30,3.7453232528493e-5,1.536485984338313e-6,1.0905581107071001e-5,4.87863977441304e-6
bsb,walk,pfca,rel,binary,45,2.9884602426973968e-5,4.074848063060886e-6,2.224505243572864e-5,1.07384160648446e-5
bsb,walk,pfca,rel,binary,60,2.962868101369272e-5,8.147647645257148e-6,3.6728065143639626e-5,1.7800547303663e-5
bsb,walk,pfca,rel,gaussian,15,1.1839458861468678e-4,7.3233371856334285e-6,1.275456678565448e-4,2.53397980241295e-5
bsb,walk,pfca,rel,gaussian,30,3.363300531301e-5,7.762468812110444e-6,4.2682982845563184e-5,2.00555015089713e-5
bsb,walk,pfca,rel,gaussian,45,3.121529292118851e-5,8.142166055446286e-6,3.93836798915874e-5,1.89511768134522e-5
bsb,walk,pfca,rel,gaussian,60,3.0733325974119515e-5,8.320127703270928e-6,3.8636006223218834e-5,1.8685580308857e-5
cam,walk,2sfca,abs,binary,15,12.35129398191492,1.659369227611685,3.1593455054474826,1.03312444046553
cam,walk,2sfca,abs,binary,30,50.838905925292146,8.714285714285715,13.148207291494828,4.91728212703102
cam,walk,2sfca,abs,binary,45,120.37675142873856,21.802240490006447,29.850123999416475,11.7407407407407
cam,walk,2sfca,abs,binary,60,231.66875506310362,42.90533980582524,52.63906084408556,21.3592592592593
cam,walk,2sfca,abs,gaussian,15,139584.41454903118,19516.064886835033,25822.550961031684,10385.597654902
cam,walk,2sfca,abs,gaussian,30,862.9326642824727,151.46789717304006,180.63660734795056,74.315693980113
cam,walk,2sfca,abs,gaussian,45,407.85888874022777,73.40083443140986,88.88305434593491,36.3537550703794
cam,walk,2sfca,abs,gaussian,60,321.0310572561018,58.2154162578278,71.04068673979447,28.8348644307892
cam,walk,2sfca,rel,binary,15,3.478973143427097e-5,4.673924032852952e-6,8.898887987244584e-6,2.9099883683932e-6
cam,walk,2sfca,rel,binary,30,1.431972946432022e-4,2.4545416867690947e-5,3.7034386938161963e-5,1.38504455352157e-5
cam,walk,2sfca,rel,binary,45,3.390636527045508e-4,6.141009131701658e-5,8.407846163648532e-5,3.3069993946209e-5
cam,walk,2sfca,rel,binary,60,6.525384127491814e-4,1.2085092065061317e-4,1.4826776792775074e-4,6.01623517627089e-5
cam,walk,2sfca,rel,gaussian,15,0.3931656312027851,0.05497064980081806,0.0727340482865576,0.0292529797871768
cam,walk,2sfca,rel,gaussian,30,0.002430611374015139,4.26637684381864e-4,5.087968164335404e-4,2.09324062620908e-4
cam,walk,2sfca,rel,gaussian,45,0.0011488109037910575,2.067471894571677e-4,2.503557598321674e-4,1.02397155907521e-4
cam,walk,2sfca,rel,gaussian,60,9.042440638489517e-4,1.639746167413402e-4,2.0009939170765733e-4,8.12187930235988e-5
cam,walk,bfca,abs,binary,15,81.38067652949076,10.063249331126496,33.9696727716913,9.08474576271186
cam,walk,bfca,abs,binary,30,1293.40704507318,169.41203703703707,576.2087771310065,162.207697893972
cam,walk,bfca,abs,binary,45,6738.551738333,928.1706536618753,2963.953956922556,859.011744966443
cam,walk,bfca,abs,binary,60,22948.83880884094,2905,9060.87286714694,2554.57283680175
cam,walk,bfca,abs,gaussian,15,1360111.1995502233,170641.68951265077,497229.11427628115,176592.61116673
cam,walk,bfca,abs,gaussian,30,35050.63439520515,4556.729369309016,13210.528250306905,4014.173149063
cam,walk,bfca,abs,gaussian,45,26665.17563141921,3445.991529153519,10226.559939493114,3018.40143402238
cam,walk,bfca,abs,gaussian,60,25362.221705652853,3249.458324117316,9805.5492898267,2836.67917514278
cam,walk,bfca,rel,binary,15,2.2922390840553184e-4,2.8345025395607926e-5,9.568194185707368e-5,2.55888869373649e-5
cam,walk,bfca,rel,binary,30,0.003643123044368963,4.771807131205149e-4,0.0016229998764347685,4.5688834340479e-4
cam,walk,bfca,rel,binary,45,0.018980392303495228,0.0026143663824494344,0.008348531117133502,0.00241956737083783
cam,walk,bfca,rel,binary,60,0.06463970010405107,0.008182476262368777,0.025521644458441017,0.00719543256372544
cam,walk,bfca,rel,gaussian,15,3.8310077812398022,0.48064425948632294,1.4005388724696464,0.497406144227708
cam,walk,bfca,rel,gaussian,30,0.09872667260575997,0.012834881204271833,0.03720992558398912,0.011306670053441
cam,walk,bfca,rel,gaussian,45,0.07510745839448608,0.009706280167856301,0.0288050202928034,0.00850189262794769
cam,walk,bfca,rel,gaussian,60,0.07143744477364497,0.009152707608484186,0.0276191649925969,0.00799003787076133
cam,walk,cumulative,abs,binary,15,1278.3250191864927,394.5,2199.8396036918452,787
cam,walk,cumulative,abs,binary,30,4954.865719360569,1716,8696.131138500696,3878
cam,walk,cumulative,abs,binary,45,10928.982081323225,4129,18617.478769511672,9473
cam,walk,cumulative,abs,binary,60,18981.888097660223,7650,31167.068979136242,16149
cam,walk,cumulative,rel,binary,15,0.0036006416953823024,0.0011111830931168616,0.006196260013159127,0.00221673281187065
cam,walk,cumulative,rel,binary,30,0.013956306757966488,0.004833435203519733,0.024494281106791017,0.0109231128900056
cam,walk,cumulative,rel,binary,45,0.030783523735724957,0.011630101372571667,0.05243961380264507,0.0266824776707124
cam,walk,cumulative,rel,binary,60,0.05346604088607408,0.021547656938768037,0.08778788367965322,0.045486681294662
cam,walk,gravity,abs,gaussian,15,2308.925132829089,794.558264809139,4285.538509295508,1920.40969355303
cam,walk,gravity,abs,gaussian,30,8247.960656345464,3170.1587558870197,14172.469416946808,7378.85141316154
cam,walk,gravity,abs,gaussian,45,12779.117925541554,5070.584606802548,21418.398266104803,11278.3175762241
cam,walk,gravity,abs,gaussian,60,15253.515779486817,6150.505854263731,25334.578102310865,13010.2914164761
cam,walk,gravity,rel,gaussian,15,0.006503519824771324,0.0022380220794732206,0.012071021385121436,0.00540919336713274
cam,walk,gravity,rel,gaussian,30,0.023231925054560534,0.008929345531148391,0.03991941293745774,0.0207839161899279
cam,walk,gravity,rel,gaussian,45,0.035994777652239275,0.014282250664886188,0.060328927845219676,0.0317674925462686
cam,walk,gravity,rel,gaussian,60,0.042964382369472795,0.017324050999680957,0.07135958139046006,0.0366459210608661
cam,walk,pfca,abs,binary,15,3.609651068830889,0.637637347597288,3.338554522891605,1.21890268322635
cam,walk,pfca,abs,binary,30,10.816870773123737,3.036391351363352,14.22065720869405,7.16694984999929
cam,walk,pfca,abs,binary,45,22.79224734971202,8.58758660279952,32.77672926858288,16.9989048466946
cam,walk,pfca,abs,binary,60,38.371209357978124,14.829663291948005,58.102024910406,27.9821417086026
cam,walk,pfca,abs,gaussian,15,67.32692437525506,14.432304947790012,92.09273636443034,34.5014630046252
cam,walk,pfca,abs,gaussian,30,40.85177339057416,15.214910740369179,64.64207483358717,30.2064971575487
cam,walk,pfca,abs,gaussian,45,39.88366735248069,15.468193560499763,61.828385310750676,29.0867975819572
cam,walk,pfca,abs,gaussian,60,39.69273538183432,15.461792365450933,60.99760398324116,29.1607447582947
cam,walk,pfca,rel,binary,15,1.0167257895402009e-5,1.7960249434473657e-6,9.403663729495516e-6,3.4332675633863e-6
cam,walk,pfca,rel,binary,30,3.0467741251013974e-5,8.552564597518927e-6,4.005514287277883e-5,2.01870557732209e-5
